species,min_elevation,max_elevation,range
Guatteria terminalis,400,400,0
Hebanthe occidentalis,1300,2100,800
Ilex trichoclada,0,1500,1500
Macrocarpaea maguirei,1600,1600,0
Magnolia boliviana,100,400,300
Magnolia gentryi,1000,1000,0
Magnolia madidiensis,0,500,500
Matayba boliviana,1300,1500,200
Mauria denticulata,0,700,700
Annona emarginata,700,1000,300
Annona williamsii,600,1300,700
Aralia soratensis,300,2300,2000
Meliosma solomonii,2300,2500,200
Meriania cuzcoana,200,200,0
Metrodorea flavida,400,1100,700
Miconia aprica,2400,2400,0
Miconia barbeyana,2800,2800,0
Miconia brachyanthera,1700,1700,0
Miconia brittonii,1200,1300,100
Miconia cookii,900,900,0
Miconia lasiostyla,500,500,0
Miconia madisonii,1100,1100,0
Miconia plumifera,500,2700,2200
Miconia polychaeta,1000,1000,0
Miconia setulosa,900,1100,200
Miconia terborghii,0,0,0
Miconia terera,500,500,0
Mollinedia boliviensis,1300,2100,800
Monnina connectisepala,500,1200,700
Myracrodruon urundeuva,300,2000,1700
Myrcia atrorufa,0,0,0
Myrcianthes pungens,0,1500,1500
Myrsine laetevirens,500,1400,900
Neea subpubescens,0,0,0
Nordenstamia repanda,0,2000,2000
Ocotea glabriflora,300,300,0
Ocotea pajonalis,900,900,0
Oreopanax kuntzei,1400,1500,100
Oreopanax pavonii,200,200,0
Parinari occidentalis,500,1600,1100
Persea corymbosa,300,300,0
Persea pajonalis,900,900,0
Phyllostylon rhamnoides,0,900,900
Bellucia aequiloba,1300,1400,100
Piper calvescentinerve,0,0,0
Piper tucumanum,1100,1200,100
Piptadenia cuzcoensis,0,0,0
Piptadenia robusta,200,600,400
Pisonia zapallo,300,1700,1400
Prunus detrita,0,0,0
Pseudobombax marginatum,0,1200,1200
Randia micracantha,1500,3300,1800
Rinorea guianensis,0,0,0
Ruagea ovalis,600,1100,500
Ruprechtia apetala,400,2000,1600
Saurauia formosa,0,0,0
Schefflera allocotantha,200,200,0
Schefflera herzogii,1100,1100,0
Schefflera inambarica,0,0,0
Schinopsis brasiliensis,0,1300,1300
Scutia buxifolia,400,1000,600
Siphoneugena occidentalis,600,1100,500
Bougainvillea stipitata,300,2500,2200
Brunellia boliviana,900,1700,800
Brunellia cuzcoensis,600,600,0
Brunellia weberbaueri,1500,1500,0
Styloceras brokawii,300,800,500
Symplocos psiloclada,1000,1000,0
Terminalia triflora,600,1800,1200
Ternstroemia brachypoda,0,100,100
Ternstroemia polyandra,200,1100,900
Trichilia claussenii,1200,1500,300
Vatairea fusca,300,900,600
Vochysia majuscula,500,500,0
Weinmannia bangii,600,1700,1100
Zanthoxylum harrisii,700,700,0
Bunchosia paraguariensis,0,700,700
Cariniana estrellensis,1400,1600,200
Cecropia tacuna,200,1900,1700
Chrysophyllum gonocarpum,1200,1900,700
Chrysophyllum marginatum,500,2000,1500
Cnicothamnus lorentzii,1500,2000,500
Cnidoscolus vitifolius,100,400,300
Coccoloba tiliacea,1100,1600,500
Cordia americana,0,900,900
Cupania vernalis,1200,1200,0
Ilex microdonta,0,0,0
Juglans australis,1000,1200,200
Kaunia saltensis,1400,2200,800
Libidibia paraguariensis,900,1900,1000
Lonchocarpus lilloi,0,800,800
Loxopterygium grisebachii,1000,1800,800
Ocotea porphyria,1300,1300,0
Piptadenia boliviana,1000,1000,0
Pisonia ambigua,600,900,300
Pseudobombax argentinum,0,0,0
Schinopsis marginata,800,2000,1200
Solanum symmetricum,1600,2300,700
Vassobia breviflora,2200,2500,300
Xylosma longipetiolata,1000,1800,800
Xylosma pubescens,0,1500,1500
Zanthoxylum petiolare,1000,1300,300
Bunchosia lindeniana,1700,1700,0
Cedrela balansae,0,400,400
Ceiba chodatii,1000,1800,800
Erythroxylum argentinum,500,500,0
Gleditsia amorphoides,1700,1700,0
Cestrum parqui,900,900,0
